Datetime,Symbol,Log Moneyness,Time to Maturity,Implied Volatility,Market Return,Market Volatility,Treasury Rate
2013-01-02,AIN,-0.27972206887280887,0.06746031746031746,0.7158,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AIN,-0.27972206887280887,0.06746031746031746,3.6165,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AIN,-0.12612715806937014,0.06746031746031746,0.7158,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AIN,-0.12612715806937014,0.06746031746031746,2.8718,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AIN,0.006922805528622486,0.06746031746031746,0.7158,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AIN,0.006922805528622486,0.06746031746031746,2.137,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AIN,0.12428119068834506,0.06746031746031746,0.9814,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AIN,0.12428119068834506,0.06746031746031746,1.4121,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AIN,0.22926184353270915,0.06746031746031746,1.6384,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AIN,0.22926184353270915,0.06746031746031746,0.6971,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AIN,-0.12537905829564117,0.17857142857142858,0.4956,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AIN,-0.12537905829564117,0.17857142857142858,1.7689,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AIN,0.0068817441955297065,0.17857142857142858,0.5564,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AIN,0.0068817441955297065,0.17857142857142858,1.2341,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AIN,0.12354403992671781,0.17857142857142858,0.6815,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AIN,0.12354403992671781,0.17857142857142858,0.8172,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AIN,0.22790201955905573,0.17857142857142858,0.8709,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AIN,0.22790201955905573,0.17857142857142858,0.5184,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AIN,0.4084887335822834,0.17857142857142858,1.4423,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AIN,0.4084887335822834,0.17857142857142858,0.5184,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AIN,-0.4559292683302708,0.2896825396825397,0.4171,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AIN,-0.4559292683302708,0.2896825396825397,2.16,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AIN,-0.27641367080540213,0.2896825396825397,0.4171,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AIN,-0.27641367080540213,0.2896825396825397,1.7515,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AIN,-0.1246353957365456,0.2896825396825397,0.4171,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AIN,-0.1246353957365456,0.2896825396825397,1.3657,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AIN,0.006840926410095227,0.2896825396825397,0.3708,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AIN,0.006840926410095227,0.2896825396825397,1.0025,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AIN,0.12281126143769559,0.2896825396825397,0.4535,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AIN,0.12281126143769559,0.2896825396825397,0.6619,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AIN,0.22655026112832402,0.2896825396825397,0.6651,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AIN,0.22655026112832402,0.2896825396825397,0.3439,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AIN,-0.12206714127749976,0.6785714285714286,0.3519,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AIN,-0.12206714127749976,0.6785714285714286,0.8851,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AIN,0.006699961320259355,0.6785714285714286,0.3468,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AIN,0.006699961320259355,0.6785714285714286,0.6229,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AIN,0.12028059534605723,0.6785714285714286,0.3819,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AIN,0.12028059534605723,0.6785714285714286,0.4378,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AIN,0.2218819346476932,0.6785714285714286,0.4572,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AIN,0.2218819346476932,0.6785714285714286,0.3298,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AIN,0.3976984085721838,0.6785714285714286,0.7285,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AIN,0.3976984085721838,0.6785714285714286,0.3449,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AZPN,-0.46688462171225237,0.06746031746031746,0.3084,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AZPN,-0.46688462171225237,0.06746031746031746,0.8835,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AZPN,-0.33383465811426,0.06746031746031746,0.3084,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AZPN,-0.33383465811426,0.06746031746031746,0.8835,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AZPN,-0.2164762729545374,0.06746031746031746,0.3084,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AZPN,-0.2164762729545374,0.06746031746031746,0.6193,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AZPN,-0.11149562011017315,0.06746031746031746,0.3084,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AZPN,-0.11149562011017315,0.06746031746031746,0.4372,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AZPN,0.07016860144689381,0.06746031746031746,0.3084,0.025086115958697298,14.680000305175781,0.054999999701976776
2013-01-02,AZPN,0.07016860144689381,0.06746031746031746,0.3272,0.025086115958697298,14.680000305175781,0.054999999701976776
